,Car Type,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes
903,XM,INEOS AUTOMOTIVE,Grenadier,A-S8,3.0L,6cyl,15,15,15,"$4,100",2,"['P', 'T', 'SS']"
904,XM,INEOS AUTOMOTIVE,Grenadier Trialmaster Edition,A-S8,3.0L,6cyl,14,14,14,"$4,350",2,"['P', 'T', 'SS']"
905,XM,INFINITI,QX60 AWD,A-S9,3.5L,6cyl,22,20,25,"$2,800",5,"['P', 'SS']"
906,XM,INFINITI,QX80 4WD,A-S7,5.6L,8cyl,15,13,19,"$4,100",2,['P']
907,XM,JEEP,Grand Cherokee 4WD,A-8,3.6L,6cyl,22,19,26,"$2,150",5,['SS']
908,XM,JEEP,Grand Cherokee L 4WD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,['SS']
909,XM,JEEP,Grand Cherokee L 4WD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']"
910,XM,JEEP,Grand Wagoneer 4WD,A-8,3.0L,6cyl,17,14,20,"$3,600",3,"['P', 'T', 'SS']"
911,XM,JEEP,Grand Wagoneer 4WD,A-8,6.4L,8cyl,15,13,18,"$4,100",2,"['P', 'CD']"
912,XM,JEEP,Grand Wagoneer L 4WD,A-8,3.0L,6cyl,17,14,20,"$3,600",3,"['P', 'T', 'SS']"
913,XM,JEEP,Wagoneer 4WD,A-8,3.0L,6cyl,19,16,23,"$2,500",4,"['T', 'SS']"
914,XM,JEEP,Wagoneer L 4WD,A-8,3.0L,6cyl,19,16,23,"$2,500",4,"['T', 'SS']"
915,XM,LAMBORGHINI,Urus S,A-S8,4.0L,8cyl,16,14,19,"$3,800",3,"['P', 'T', 'CD', 'SS']"
916,XM,LAND ROVER,Defender 110,A-S8,2.0L,4cyl,19,18,20,"$3,200",4,"['P', 'T', 'SS']"
917,XM,LAND ROVER,Defender 110,A-S8,5.0L,8cyl,16,14,19,"$3,800",3,"['P', 'S', 'SS']"
918,XM,LAND ROVER,Defender 110 MHEV,A-S8,3.0L,6cyl,18,17,20,"$3,400",4,"['P', 'MHEV', 'SS']"
919,XM,LAND ROVER,Defender 130 Outbound,A-S8,3.0L,6cyl,17,16,18,"$3,600",3,"['PR', 'MHEV', 'SS']"
920,XM,LAND ROVER,Defender 130 P300 MHEV,A-S8,3.0L,6cyl,18,17,20,"$3,400",4,"['P', 'MHEV', 'SS']"
921,XM,LAND ROVER,Defender 130 P400 MHEV,A-S8,3.0L,6cyl,18,17,20,"$3,400",4,"['P', 'MHEV', 'SS']"
922,XM,LAND ROVER,Defender 90,A-S8,2.0L,4cyl,19,18,21,"$3,200",4,"['P', 'T', 'SS']"
923,XM,LAND ROVER,Defender 90,A-S8,5.0L,8cyl,16,15,19,"$3,800",3,"['P', 'S', 'SS']"
924,XM,LAND ROVER,Defender 90 MHEV,A-S8,3.0L,6cyl,20,18,22,"$3,050",4,"['P', 'MHEV', 'SS']"
925,XM,LAND ROVER,Discovery,A-S8,2.0L,4cyl,21,19,24,"$2,900",4,"['P', 'T', 'SS']"
926,XM,LAND ROVER,Discovery MHEV,A-S8,3.0L,6cyl,19,17,23,"$3,200",4,"['P', 'MHEV', 'SS']"
927,XM,LAND ROVER,Range Rover LWB MHEV,A-S8,4.4L,8cyl,18,16,22,"$3,400",4,"['P', 'T', 'MHEV', 'SS']"
928,XM,LAND ROVER,Range Rover MHEV,A-S8,4.4L,8cyl,19,16,23,"$3,200",4,"['P', 'T', 'MHEV', 'SS']"
929,XM,LAND ROVER,Range Rover P360 LWB MHEV,A-S8,3.0L,6cyl,20,17,24,"$3,050",4,"['P', 'MHEV', 'SS']"
930,XM,LAND ROVER,Range Rover P360 MHEV,A-S8,3.0L,6cyl,20,17,24,"$3,050",4,"['P', 'MHEV', 'SS']"
931,XM,LAND ROVER,Range Rover P400 LWB MHEV,A-S8,3.0L,6cyl,20,18,24,"$3,050",4,"['P', 'MHEV', 'SS']"
932,XM,LAND ROVER,Range Rover P400 MHEV,A-S8,3.0L,6cyl,20,18,24,"$3,050",4,"['P', 'MHEV', 'SS']"
933,XM,LAND ROVER,Range Rover Sport MHEV,A-S8,4.4L,8cyl,19,16,23,"$3,200",4,"['P', 'T', 'MHEV', 'SS']"
934,XM,LAND ROVER,Range Rover Sport P360 MHEV,A-S8,3.0L,6cyl,21,18,24,"$2,900",4,"['P', 'MHEV', 'SS']"
935,XM,LAND ROVER,Range Rover Sport P400 MHEV,A-S8,3.0L,6cyl,21,19,25,"$2,900",4,"['P', 'MHEV', 'SS']"
936,XM,LAND ROVER,Range Rover Sport SVR MHEV,A-S8,4.4L,8cyl,18,16,22,"$3,400",4,"['P', 'T', 'MHEV', 'SS']"
937,XM,LAND ROVER,Range Rover SV LWB MHEV,A-S8,4.4L,8cyl,18,16,22,"$3,400",4,"['P', 'T', 'MHEV', 'SS']"
938,XM,LAND ROVER,Range Rover SV MHEV,A-S8,4.4L,8cyl,18,16,22,"$3,400",4,"['P', 'T', 'MHEV', 'SS']"
939,XM,LEXUS,GX 550,A-S10,3.4L,6cyl,17,15,21,"$3,600",3,"['PR', 'T']"
940,XM,LEXUS,LX 600,A-S10,3.4L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']"
941,XM,LEXUS,TX 350 AWD,A-S8,2.4L,4cyl,23,20,26,"$2,650",5,"['PR', 'T', 'SS']"
942,XM,LEXUS,TX 500h AWD,A-S6,2.4L,4cyl,27,27,28,"$2,250",5,"['PR', 'T', 'HEV', 'SS']"
943,XM,LINCOLN,Aviator AWD,A-S10,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'PT4', 'SS']"
944,XM,LINCOLN,Navigator 4WD,A-S10,3.5L,6cyl,18,16,22,"$2,650",4,"['T', 'PT4', 'SS']"
945,XM,MASERATI,Levante GT,A-8,3.0L,6cyl,18,16,22,"$3,400",4,"['PR', 'T', 'SS']"
946,XM,MASERATI,Levante Modena,A-8,3.0L,6cyl,18,16,22,"$3,400",4,"['PR', 'T', 'SS']"
947,XM,MASERATI,Levante Modena V8,A-8,3.8L,8cyl,16,13,20,"$3,800",3,"['PR', 'T', 'SS']"
948,XM,MASERATI,Levante Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",3,"['PR', 'T', 'SS']"
949,XM,MAZDA,CX-90 4WD,A-S8,3.3L,6cyl,25,24,28,"$1,900",5,"['T', 'MHEV']"
950,XM,MAZDA,CX-90 4WD,A-S8,3.3L,6cyl,25,23,28,"$2,450",5,"['P', 'T', 'MHEV']"
951,XM,MERCEDES-BENZ,AMG G63,A-9,4.0L,8cyl,14,13,16,"$4,350",2,"['PR', 'T', 'CD', 'SS']"
952,XM,MERCEDES-BENZ,AMG G63 4x4 Squared,A-9,4.0L,8cyl,11,10,12,"$5,550",1,"['PR', 'T']"
953,XM,MERCEDES-BENZ,AMG GLE53 4matic Plus,A-9,3.0L,6cyl,20,18,23,"$3,050",4,"['PR', 'MHEV', 'SS']"
954,XM,MERCEDES-BENZ,AMG GLE53 4matic Plus Coupe,A-9,3.0L,6cyl,20,18,22,"$3,050",4,"['PR', 'MHEV', 'SS']"
955,XM,MERCEDES-BENZ,AMG GLE63 S 4matic Plus,A-9,4.0L,8cyl,16,15,19,"$3,800",3,"['PR', 'T', 'CD', 'MHEV', 'SS']"
956,XM,MERCEDES-BENZ,AMG GLE63 S 4matic Plus Coupe,A-9,4.0L,8cyl,16,15,19,"$3,800",3,"['PR', 'T', 'CD', 'MHEV', 'SS']"
957,XM,MERCEDES-BENZ,AMG GLS63 4matic Plus,A-9,4.0L,8cyl,16,14,18,"$3,800",3,"['PR', 'T', 'CD', 'MHEV', 'SS']"
958,XM,MERCEDES-BENZ,G550,A-9,4.0L,8cyl,14,13,16,"$4,350",2,"['PR', 'T', 'CD', 'SS']"
959,XM,MERCEDES-BENZ,GLE450 4matic,A-9,3.0L,6cyl,22,19,26,"$2,800",5,"['PR', 'T', 'MHEV', 'SS']"
960,XM,MERCEDES-BENZ,GLE580 4matic,A-9,4.0L,8cyl,17,15,20,"$3,600",3,"['PR', 'T', 'CD', 'MHEV', 'SS']"
961,XM,MERCEDES-BENZ,GLS450 4matic,A-9,3.0L,6cyl,21,19,24,"$2,900",4,"['PR', 'T', 'MHEV', 'SS']"
962,XM,MERCEDES-BENZ,GLS580 4matic,A-9,4.0L,8cyl,16,14,20,"$3,800",3,"['PR', 'T', 'CD', 'MHEV', 'SS']"
963,XM,MERCEDES-BENZ,GLS600 4matic Maybach,A-9,4.0L,8cyl,16,14,19,"$3,800",3,"['PR', 'T', 'CD', 'MHEV', 'SS']"
964,MITSUBISHI,NISSAN,Armada 4WD,A-S7,5.6L,8cyl,15,13,18,"$4,100",2,['P']
965,MITSUBISHI,NISSAN,Pathnder 4WD Platinum,A-S9,3.5L,6cyl,22,20,25,"$2,150",5,['SS']
966,MITSUBISHI,PORSCHE,Cayenne,A-S8,3.0L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']"
967,MITSUBISHI,PORSCHE,Cayenne Coupe,A-S8,3.0L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']"
968,MITSUBISHI,PORSCHE,Cayenne S,A-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'CD', 'SS']"
969,MITSUBISHI,PORSCHE,Cayenne S Coupe,A-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'CD', 'SS']"
970,MITSUBISHI,SUBARU,Ascent,AV-S8,2.4L,4cyl,22,20,26,"$2,150",5,['T']
971,MITSUBISHI,SUBARU,Ascent Limited/Touring/Onyx AWD,AV-S8,2.4L,4cyl,21,19,25,"$2,250",4,['T']
972,MITSUBISHI,TOYOTA,4Runner 4WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,['PT4']
973,MITSUBISHI,TOYOTA,4Runner 4WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,[]
974,MITSUBISHI,TOYOTA,Grand Highlander AWD LE/XLE,A-S8,2.4L,4cyl,23,21,27,"$2,050",5,"['T', 'SS']"
975,MITSUBISHI,TOYOTA,Grand Highlander AWD Limited/Platinum,A-S8,2.4L,4cyl,22,20,26,"$2,150",5,"['T', 'SS']"
976,MITSUBISHI,TOYOTA,Grand Highlander Hybrid AWD,A-S6,2.4L,4cyl,27,26,27,"$1,750",5,"['T', 'HEV', 'SS']"
977,MITSUBISHI,TOYOTA,Grand Highlander Hybrid AWD,AV-S6,2.5L,4cyl,34,36,32,"$1,400",7,"['HEV', 'SS']"
978,MITSUBISHI,TOYOTA,Highlander Hybrid AWD,AV-S6,2.5L,4cyl,35,35,35,"$1,350",7,"['HEV', 'SS']"
979,MITSUBISHI,TOYOTA,Highlander Hybrid AWD LTD/PLAT,AV-S6,2.5L,4cyl,35,35,34,"$1,350",7,"['HEV', 'SS']"
980,MITSUBISHI,TOYOTA,Land Cruiser,A-S8,2.4L,4cyl,23,22,25,"$2,650",5,"['PR', 'T', 'HEV', 'SS']"
981,MITSUBISHI,TOYOTA,Sequoia 4WD,A-S10,3.4L,6cyl,20,19,22,"$2,400",4,"['T', 'PT4', 'HEV', 'SS']"
982,MITSUBISHI,VOLVO,XC90 B5 AWD,A-S8,2.0L,4cyl,24,22,27,"$2,550",5,"['PR', 'T', 'MHEV', 'SS']"
983,MITSUBISHI,VOLVO,XC90 B6 AWD,A-S8,2.0L,4cyl,23,20,26,"$2,650",5,"['PR', 'MHEV', 'SS']"
